TOA5,CR1000_soil,CR1000,43125,CR1000.Std.22,CPU:Soil_sensors.CR1,4927,Soil,,,,,,,,
TIMESTAMP,RECORD,VW_Avg,VW_2_Avg,VW_3_Avg,Temp_C_Avg,Temp_C_2_Avg,Temp_C_3_Avg,Temp_C_4_Avg,PTemp_C_Avg,shf_Avg,shf_2_Avg,Batt_Volt_Avg,PA_uS_Avg,PA_uS_2_Avg,PA_uS_3_Avg
TS,RN,,,,Deg C,Deg C,Deg C,Deg C,Deg C,W/m^2,W/m^2,Volts,uSec,uSec,uSec
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
2012-03-06 07:00:00,184,0.107,0.65,0.913,10.76,14.9,18.35,19.54,8.53,-62.23495,-42.69611,12.5,20.86,36.81,42.17
2012-03-06 07:30:00,185,0.107,0.65,0.913,10.5,14.59,18.16,19.43,8.41,-55.11345,-41.47977,12.5,20.85,36.8,42.18
2012-03-06 08:00:00,186,0.106,0.648,0.913,10.74,14.24,18.01,19.31,12.27,-23.73516,-31.58681,12.5,20.84,36.76,42.17
2012-03-06 08:30:00,187,0.107,0.646,0.912,11.66,14.12,17.85,19.19,18.24,15.78996,-14.65251,12.5,20.85,36.71,42.16
2012-03-06 09:00:00,188,0.107,0.644,0.911,12.85,13.97,17.7,19.09,22.13,50.64302,1.602442,12.48,20.88,36.67,42.14
2012-03-06 09:30:00,189,0.108,0.642,0.911,14.62,14.49,17.5,18.93,23.96,119.1907,38.46573,12.46,20.92,36.63,42.13
2012-03-06 10:00:00,190,0.11,0.64,0.91,17.62,14.93,17.4,18.76,27.13,152.4865,60.03012,12.46,20.98,36.59,42.12
2012-03-06 10:30:00,191,0.111,0.639,0.91,20.38,15.71,17.44,18.69,29.85,181.2234,89.58052,12.45,21.04,36.57,42.11
2012-03-06 11:00:00,192,0.113,0.639,0.909,24.02,16.92,17.42,18.5,31.75,198.5681,118.455,12.45,21.12,36.56,42.09
2012-03-06 11:30:00,193,0.115,0.639,0.908,27.14,18.51,17.47,18.37,32.55,212.6991,130.5316,12.44,21.2,36.57,42.08
2012-03-06 12:00:00,194,0.117,0.641,0.908,30.03,20.45,17.42,18.15,32.14,225.6956,141.0237,12.43,21.28,36.59,42.07
2012-03-06 12:30:00,195,0.118,0.643,0.907,32.41,22.23,17.56,17.97,33.41,221.069,144.0866,12.42,21.36,36.64,42.07
2012-03-06 13:00:00,196,0.12,0.646,0.907,34.02,23.65,18.01,18,35,205.0693,136.706,12.43,21.42,36.71,42.06
2012-03-06 13:30:00,197,0.121,0.649,0.907,35.26,24.92,18.46,18.05,36.3,205.0794,132.7625,12.42,21.48,36.79,42.06
2012-03-06 14:00:00,198,0.122,0.654,0.907,36.42,26.09,19.01,18.19,37.18,198.595,128.2607,12.42,21.53,36.88,42.06
2012-03-06 14:30:00,199,0.123,0.658,0.908,36.85,26.97,19.68,18.41,35.99,176.2206,117.0805,12.41,21.56,36.98,42.07
2012-03-06 15:00:00,200,0.124,0.663,0.908,37.03,28.12,19.98,18.49,35.22,131.9014,99.05602,12.4,21.59,37.09,42.08
2012-03-06 15:30:00,201,0.124,0.668,0.909,36.19,28.63,20.6,18.72,35.2,95.07419,67.56993,12.4,21.6,37.2,42.1
2012-03-06 16:00:00,202,0.124,0.673,0.91,35.31,28.91,21.16,19,34.97,76.62267,56.85334,12.41,21.59,37.31,42.11
2012-03-06 16:30:00,203,0.124,0.677,0.911,34.06,28.94,21.7,19.3,33.77,44.31631,36.53155,12.4,21.57,37.4,42.13
2012-03-06 17:00:00,204,0.123,0.682,0.912,32.72,28.84,22.17,19.62,32.45,19.48403,19.16103,12.41,21.55,37.49,42.14
2012-03-06 17:30:00,205,0.122,0.685,0.913,31.14,28.51,22.59,19.91,30.74,-6.111669,3.929401,12.41,21.51,37.57,42.17
2012-03-06 18:00:00,206,0.121,0.688,0.914,29.16,27.85,23.04,20.26,27.57,-46.02,-16.58648,12.42,21.47,37.63,42.19
2012-03-06 18:30:00,207,0.12,0.69,0.915,27.38,27.11,23.26,20.55,25.03,-47.00897,-24.75899,12.41,21.42,37.67,42.21
2012-03-06 19:00:00,208,0.119,0.689,0.915,26.03,26.37,23.41,20.8,24.12,-42.35807,-26.67361,12.44,21.37,37.65,42.21
2012-03-06 19:30:00,209,0.118,0.69,0.916,25.11,25.73,23.5,21.02,23.9,-34.56667,-24.7304,12.44,21.34,37.67,42.22
2012-03-06 20:00:00,210,0.117,0.691,0.917,24.49,25.19,23.46,21.19,23.73,-29.47971,-21.02536,12.45,21.31,37.69,42.24
2012-03-06 20:30:00,211,0.117,0.691,0.918,23.91,24.74,23.37,21.32,23.28,-34.13359,-21.45634,12.45,21.29,37.7,42.26
2012-03-06 21:00:00,212,0.116,0.691,0.918,23.28,24.35,23.27,21.45,22.67,-41.88071,-24.31623,12.45,21.26,37.7,42.27
2012-03-06 21:30:00,213,0.116,0.691,0.919,22.48,23.91,23.18,21.52,21.73,-50.05661,-29.45698,12.44,21.24,37.69,42.29
2012-03-06 22:00:00,214,0.115,0.69,0.92,21.73,23.45,23.08,21.52,21.04,-48.50401,-31.02778,12.46,21.21,37.68,42.3
2012-03-06 22:30:00,215,0.114,0.69,0.92,21.17,23.01,22.96,21.57,20.74,-45.07607,-30.06323,12.46,21.18,37.67,42.31
2012-03-06 23:00:00,216,0.114,0.689,0.921,20.71,22.61,22.83,21.6,20.38,-43.39369,-29.00224,12.46,21.16,37.65,42.32
2012-03-06 23:30:00,217,0.113,0.688,0.921,20.29,22.25,22.7,21.63,19.87,-44.32059,-28.65298,12.46,21.14,37.63,42.32
2012-03-07 00:00:00,218,0.113,0.687,0.921,19.83,21.88,22.54,21.62,19.09,-42.93425,-29.12442,12.46,21.13,37.6,42.33
2012-03-07 00:30:00,219,0.113,0.685,0.921,19.52,21.58,22.38,21.61,18.43,-46.16045,-27.17637,12.45,21.11,37.58,42.33
2012-03-07 01:00:00,220,0.112,0.684,0.921,19.04,21.27,22.23,21.59,17.27,-51.70783,-30.47425,12.47,21.09,37.55,42.33
2012-03-07 01:30:00,221,0.112,0.683,0.922,18.43,20.95,22.09,21.58,16.02,-55.32742,-34.34406,12.47,21.07,37.53,42.33
2012-03-07 02:00:00,222,0.111,0.682,0.922,17.81,20.59,21.93,21.54,14.91,-62.6558,-37.35508,12.47,21.05,37.5,42.34
2012-03-07 02:30:00,223,0.111,0.68,0.922,17.05,20.2,21.77,21.51,13.59,-68.2642,-42.09825,12.48,21.03,37.47,42.34
2012-03-07 03:00:00,224,0.11,0.679,0.922,16.31,19.75,21.6,21.46,12.57,-69.74358,-44.58334,12.48,21.01,37.44,42.34
2012-03-07 03:30:00,225,0.11,0.677,0.921,15.66,19.3,21.41,21.4,11.81,-70.48423,-44.99091,12.47,20.98,37.4,42.33
2012-03-07 04:00:00,226,0.109,0.676,0.921,15.04,18.85,21.21,21.33,11.18,-70.59842,-46.44195,12.49,20.96,37.36,42.33
2012-03-07 04:30:00,227,0.109,0.674,0.921,14.47,18.43,21.02,21.27,10.46,-73.19491,-47.67174,12.49,20.94,37.33,42.33
2012-03-07 05:00:00,228,0.108,0.672,0.921,13.76,17.98,20.81,21.21,9.39,-75.25859,-51.28551,12.5,20.92,37.28,42.32
2012-03-07 05:30:00,229,0.108,0.67,0.921,13.26,17.55,20.57,21.09,9.35,-71.58827,-49.11633,12.5,20.9,37.24,42.32
2012-03-07 06:00:00,230,0.107,0.668,0.92,12.89,17.16,20.33,20.98,9.03,-72.24998,-47.68371,12.51,20.88,37.19,42.31
2012-03-07 06:30:00,231,0.107,0.666,0.92,12.45,16.79,20.11,20.88,8.32,-74.06572,-47.58541,12.49,20.86,37.16,42.31
2012-03-07 07:00:00,232,0.107,0.666,0.921,11.98,16.42,19.87,20.77,7.558,-73.70498,-49.03184,12.48,20.84,37.16,42.32
2012-03-07 07:30:00,233,0.106,0.666,0.921,11.59,16.01,19.64,20.66,7.448,-65.20059,-47.45782,12.48,20.83,37.15,42.32
2012-03-07 08:00:00,234,0.106,0.663,0.92,11.6,15.63,19.43,20.53,9.18,-43.97275,-38.43727,12.48,20.82,37.1,42.31
2012-03-07 08:30:00,235,0.106,0.661,0.92,12.06,15.32,19.17,20.36,11.49,-17.42469,-27.36624,12.48,20.82,37.05,42.3
2012-03-07 09:00:00,236,0.106,0.659,0.919,12.71,15.12,18.85,20.14,13.85,1.441291,-17.68824,12.47,20.83,36.99,42.29
2012-03-07 09:30:00,237,0.107,0.656,0.919,14.03,15.45,18.59,19.95,16.19,68.10408,14.56837,12.45,20.86,36.94,42.28
2012-03-07 10:00:00,238,0.108,0.654,0.918,16.07,15.6,18.49,19.83,18.48,96.92699,30.63964,12.45,20.9,36.9,42.27
2012-03-07 10:30:00,239,0.109,0.652,0.917,17.96,15.9,18.57,19.86,19.97,119.0375,52.565,12.43,20.95,36.86,42.26
2012-03-07 11:00:00,240,0.11,0.651,0.917,20.62,16.76,18.49,19.79,20.68,133.8662,75.52684,12.44,21,36.84,42.24
2012-03-07 11:30:00,241,0.112,0.651,0.916,22.9,17.89,18.47,19.64,20.83,134.5742,83.82732,12.44,21.06,36.83,42.23
2012-03-07 12:00:00,242,0.113,0.651,0.916,24.92,19.39,18.37,19.38,19.94,147.1471,87.17659,12.44,21.12,36.83,42.22
2012-03-07 12:30:00,243,0.114,0.651,0.915,26.75,20.4,18.51,19.28,22.07,129.3957,95.51915,12.42,21.17,36.83,42.2
2012-03-07 13:00:00,244,0.115,0.654,0.915,26.81,21.62,18.9,19.33,20.74,22.23158,55.56942,12.43,21.21,36.88,42.2
2012-03-07 13:30:00,245,0.115,0.656,0.915,25.15,21.74,19.18,19.37,19.78,36.43555,22.89787,12.43,21.19,36.94,42.2
2012-03-07 14:00:00,246,0.115,0.659,0.915,25.71,21.71,19.43,19.4,22.44,126.1536,51.49092,12.44,21.2,36.99,42.2
2012-03-07 14:30:00,247,0.115,0.661,0.915,26.47,22.35,19.67,19.42,21.16,56.15388,45.00717,12.46,21.22,37.04,42.2
2012-03-07 15:00:00,248,0.115,0.661,0.914,26.95,22.8,19.73,19.38,21.71,88.31528,48.88495,12.46,21.23,37.06,42.19
2012-03-07 15:30:00,249,0.116,0.664,0.914,27.39,23.32,19.94,19.46,22.69,60.07378,39.97783,12.44,21.25,37.1,42.19
2012-03-07 16:00:00,250,0.116,0.666,0.914,27.14,23.73,20.18,19.57,22.41,41.04952,29.4642,12.46,21.25,37.15,42.2
2012-03-07 16:30:00,251,0.116,0.668,0.915,26.57,23.92,20.39,19.68,21.93,21.53159,16.82645,12.45,21.24,37.2,42.21
2012-03-07 17:00:00,252,0.115,0.67,0.915,25.62,23.96,20.62,19.81,20.49,-7.948332,1.30953,12.46,21.22,37.24,42.21
2012-03-07 17:30:00,253,0.115,0.672,0.915,24.18,23.7,20.86,19.9,18.24,-38.54224,-16.5733,12.46,21.19,37.29,42.22
2012-03-07 18:00:00,254,0.114,0.674,0.916,22.46,23.2,21.03,20.03,16.97,-69.27911,-33.37451,12.47,21.15,37.33,42.23
2012-03-07 18:30:00,255,0.113,0.675,0.916,20.52,22.42,21.28,20.24,14.64,-83.31744,-47.0397,12.47,21.11,37.36,42.24
2012-03-07 19:00:00,256,0.112,0.673,0.916,18.91,21.65,21.33,20.37,13.17,-81.77405,-51.08981,12.49,21.07,37.31,42.22
2012-03-07 19:30:00,257,0.111,0.673,0.916,17.71,20.93,21.3,20.47,12.39,-78.10514,-51.74107,12.5,21.03,37.31,42.23
2012-03-07 20:00:00,258,0.11,0.673,0.916,16.76,20.26,21.21,20.54,11.71,-77.48443,-51.65227,12.5,21,37.3,42.24
2012-03-07 20:30:00,259,0.109,0.672,0.917,15.88,19.65,21.09,20.6,10.92,-78.06729,-52.57194,12.5,20.96,37.28,42.24
2012-03-07 21:00:00,260,0.109,0.671,0.917,15.13,19.08,20.92,20.62,10.57,-74.85226,-51.87835,12.51,20.94,37.26,42.25
2012-03-07 21:30:00,261,0.108,0.669,0.917,14.56,18.57,20.72,20.62,10.35,-71.32365,-48.78207,12.49,20.91,37.23,42.25
2012-03-07 22:00:00,262,0.108,0.668,0.917,14.07,18.1,20.51,20.59,10.04,-70.5755,-48.41473,12.51,20.89,37.19,42.25
2012-03-07 22:30:00,263,0.107,0.666,0.917,13.64,17.67,20.29,20.55,9.76,-69.91418,-47.27249,12.51,20.87,37.15,42.25
2012-03-07 23:00:00,264,0.107,0.664,0.917,13.15,17.29,20.1,20.52,9.06,-72.01295,-48.64392,12.51,20.85,37.11,42.25
2012-03-07 23:30:00,265,0.106,0.662,0.917,12.6,16.88,19.88,20.46,8.46,-72.44533,-49.50201,12.51,20.83,37.07,42.25
2012-03-08 00:00:00,266,0.106,0.66,0.917,12.1,16.48,19.67,20.38,7.856,-72.80497,-50.1971,12.52,20.81,37.03,42.25
2012-03-08 00:30:00,267,0.105,0.658,0.917,11.6,16.1,19.45,20.31,7.254,-72.91251,-50.10278,12.5,20.8,36.98,42.24
2012-03-08 01:00:00,268,0.105,0.656,0.916,11.11,15.7,19.22,20.21,6.668,-72.34329,-50.59749,12.52,20.78,36.94,42.24
2012-03-08 01:30:00,269,0.105,0.654,0.916,10.82,15.37,18.99,20.1,6.724,-68.80551,-48.2445,12.52,20.76,36.89,42.23
2012-03-08 02:00:00,270,0.104,0.652,0.916,10.57,15.06,18.75,19.98,6.792,-68.63049,-46.87031,12.52,20.75,36.84,42.22
2012-03-08 02:30:00,271,0.104,0.65,0.915,10.32,14.78,18.54,19.87,6.824,-67.26937,-45.85056,12.52,20.73,36.8,42.21
2012-03-08 03:00:00,272,0.104,0.648,0.915,10.13,14.5,18.32,19.74,6.962,-63.76666,-43.74503,12.52,20.72,36.75,42.2
2012-03-08 03:30:00,273,0.103,0.645,0.914,10.08,14.26,18.08,19.59,7.358,-60.35525,-38.79562,12.51,20.71,36.7,42.19
2012-03-08 04:00:00,274,0.103,0.643,0.914,10,14.07,17.89,19.47,7.291,-61.34712,-39.17292,12.52,20.7,36.66,42.18
2012-03-08 04:30:00,275,0.103,0.641,0.913,9.78,13.88,17.68,19.35,6.993,-63.57,-40.77246,12.52,20.69,36.61,42.17
2012-03-08 05:00:00,276,0.103,0.639,0.912,9.37,13.62,17.5,19.25,6.09,-69.99355,-45.11879,12.53,20.68,36.57,42.16
2012-03-08 05:30:00,277,0.103,0.638,0.912,8.86,13.34,17.32,19.13,5.188,-69.83507,-47.36563,12.54,20.67,36.53,42.15
2012-03-08 06:00:00,278,0.102,0.636,0.911,8.43,13.05,17.14,19,4.618,-69.98429,-48.40275,12.55,20.65,36.48,42.14
2012-03-08 06:30:00,279,0.102,0.634,0.911,8.13,12.77,16.96,18.88,4.228,-66.63621,-45.90266,12.53,20.64,36.45,42.13
2012-03-08 07:00:00,280,0.102,0.634,0.911,7.889,12.51,16.75,18.75,4.188,-63.63776,-45.19423,12.55,20.63,36.44,42.13
2012-03-08 07:30:00,281,0.101,0.633,0.911,7.884,12.26,16.53,18.59,5.026,-54.25177,-40.26449,12.55,20.62,36.43,42.13
2012-03-08 08:00:00,282,0.101,0.631,0.91,8.26,12.04,16.37,18.45,8.36,-29.6634,-31.07581,12.54,20.62,36.38,42.11
2012-03-08 08:30:00,283,0.102,0.629,0.909,9.01,11.9,16.21,18.35,11.91,9.39898,-19.2916,12.52,20.63,36.33,42.1
2012-03-08 09:00:00,284,0.102,0.627,0.908,10.08,11.95,15.97,18.12,15.37,19.18922,-3.017286,12.51,20.66,36.29,42.08
2012-03-08 09:30:00,285,0.103,0.625,0.907,11.92,12.38,15.86,18.01,18.2,100.3698,35.25158,12.49,20.71,36.25,42.07
2012-03-08 10:00:00,286,0.105,0.624,0.907,14.55,12.79,15.75,17.94,21.71,137.3032,55.96728,12.49,20.77,36.22,42.05
2012-03-08 10:30:00,287,0.106,0.623,0.906,16.94,13.34,15.94,17.94,23.92,161.7688,81.7025,12.48,20.83,36.2,42.04
2012-03-08 11:00:00,288,0.108,0.623,0.905,20.45,14.41,15.97,17.86,25.47,184.8005,113.8728,12.48,20.9,36.19,42.02
2012-03-08 11:30:00,289,0.11,0.624,0.905,23.65,15.91,16.13,17.75,25.16,193.2582,125.0755,12.47,20.98,36.22,42.02
2012-03-08 12:00:00,290,0.111,0.625,0.904,26.21,18.15,15.95,17.36,24.22,184.6638,126.5217,12.47,21.05,36.25,42.01
2012-03-08 12:30:00,291,0.113,0.627,0.904,27.92,19.45,16.13,17.29,25.82,192.3662,127.565,12.45,21.12,36.3,42
2012-03-08 13:00:00,292,0.114,0.63,0.904,29.63,20.63,16.55,17.35,28.61,194.4791,128.7706,12.46,21.17,36.36,41.99
2012-03-08 13:30:00,293,0.115,0.633,0.903,31.1,21.99,16.98,17.36,29.67,182.0693,125.3133,12.46,21.23,36.44,41.99
2012-03-08 14:00:00,294,0.116,0.637,0.903,32.25,23.17,17.56,17.37,30.44,169.3318,117.4215,12.47,21.27,36.5,41.99
2012-03-08 14:30:00,295,0.117,0.64,0.903,32.84,24.12,17.98,17.5,28.53,165.2982,110.1399,12.46,21.31,36.59,41.99
2012-03-08 15:00:00,296,0.118,0.645,0.904,33.52,25.32,18.14,17.44,30.64,142.9159,99.62508,12.44,21.34,36.7,42
2012-03-08 15:30:00,297,0.118,0.65,0.904,33.53,26.01,18.64,17.58,32.18,100.868,80.47443,12.43,21.36,36.8,42.01
2012-03-08 16:00:00,298,0.118,0.654,0.905,33.01,26.44,19.16,17.83,32.05,81.57492,64.6636,12.44,21.36,36.9,42.02
2012-03-08 16:30:00,299,0.118,0.659,0.906,32.12,26.67,19.71,18.12,31.26,51.49088,45.56516,12.43,21.35,37,42.04
2012-03-08 17:00:00,300,0.118,0.663,0.907,30.84,26.69,20.24,18.43,29.5,19.82929,24.20693,12.44,21.33,37.09,42.05
2012-03-08 17:30:00,301,0.117,0.667,0.908,29.27,26.48,20.74,18.78,27.85,-12.46969,4.182361,12.44,21.3,37.18,42.07
2012-03-08 18:00:00,302,0.116,0.671,0.909,27.31,25.95,21.14,19.05,26.33,-47.99484,-16.80336,12.44,21.26,37.26,42.09
2012-03-08 18:30:00,303,0.115,0.674,0.91,25.09,25.01,21.64,19.45,22.99,-66.08661,-33.88605,12.44,21.22,37.32,42.11
2012-03-08 19:00:00,304,0.114,0.673,0.91,23.24,24.24,21.74,19.72,20.62,-69.79182,-40.10207,12.46,21.17,37.31,42.11
2012-03-08 19:30:00,305,0.113,0.675,0.911,21.69,23.46,21.82,19.85,18.97,-71.88459,-44.42154,12.47,21.12,37.34,42.13
2012-03-08 20:00:00,306,0.112,0.675,0.912,20.35,22.69,21.83,20.04,17.33,-72.03915,-47.28131,12.47,21.08,37.36,42.15
2012-03-08 20:30:00,307,0.111,0.676,0.912,19.2,21.92,21.85,20.25,15.96,-73.76752,-49.21594,12.48,21.05,37.37,42.16
2012-03-08 21:00:00,308,0.11,0.675,0.913,18.17,21.25,21.74,20.37,14.77,-72.20343,-49.92664,12.49,21.01,37.36,42.18
2012-03-08 21:30:00,309,0.11,0.675,0.914,17.32,20.63,21.57,20.44,14.12,-67.27203,-48.49586,12.48,20.98,37.35,42.19
2012-03-08 22:00:00,310,0.109,0.674,0.914,16.62,20.05,21.41,20.5,13.78,-68.44427,-47.90881,12.5,20.95,37.32,42.2
2012-03-08 22:30:00,311,0.108,0.672,0.915,15.97,19.52,21.2,20.51,13.19,-66.4382,-47.66788,12.5,20.93,37.3,42.21
2012-03-08 23:00:00,312,0.108,0.671,0.915,15.42,19.09,20.98,20.51,12.69,-68.12862,-47.54146,12.5,20.91,37.26,42.21
2012-03-08 23:30:00,313,0.107,0.669,0.915,14.81,18.63,20.77,20.51,11.86,-67.92999,-48.29106,12.51,20.89,37.23,42.22
2012-03-09 00:00:00,314,0.107,0.668,0.915,14.29,18.15,20.58,20.49,11.32,-66.21774,-47.23196,12.51,20.87,37.19,42.22
2012-03-09 00:30:00,315,0.107,0.666,0.915,13.86,17.78,20.34,20.43,11.04,-63.9698,-44.91136,12.5,20.85,37.15,42.22
2012-03-09 01:00:00,316,0.106,0.664,0.915,13.49,17.4,20.11,20.36,10.8,-62.39935,-44.66482,12.52,20.83,37.11,42.22
2012-03-09 01:30:00,317,0.106,0.662,0.915,13.17,17.05,19.9,20.29,10.63,-62.21857,-43.82548,12.52,20.82,37.06,42.22
2012-03-09 02:00:00,318,0.106,0.66,0.915,12.83,16.73,19.69,20.22,10.35,-62.37357,-43.72231,12.51,20.8,37.02,42.21
2012-03-09 02:30:00,319,0.105,0.658,0.915,12.5,16.42,19.45,20.12,10.11,-61.50073,-43.1028,12.51,20.79,36.97,42.21
2012-03-09 03:00:00,320,0.105,0.656,0.915,12.21,16.1,19.25,20.02,9.94,-60.93759,-42.05575,12.51,20.77,36.93,42.21
2012-03-09 03:30:00,321,0.105,0.654,0.914,11.89,15.82,19.07,19.95,9.58,-61.84089,-41.70317,12.5,20.76,36.89,42.2
2012-03-09 04:00:00,322,0.104,0.652,0.914,11.56,15.57,18.84,19.83,9.15,-62.37065,-42.85394,12.51,20.75,36.84,42.19
2012-03-09 04:30:00,323,0.104,0.65,0.914,11.25,15.28,18.66,19.73,8.82,-61.99396,-42.76298,12.52,20.73,36.8,42.19
2012-03-09 05:00:00,324,0.104,0.648,0.913,10.94,15.01,18.44,19.62,8.48,-63.06679,-43.03102,12.52,20.72,36.76,42.18
2012-03-09 05:30:00,325,0.103,0.646,0.913,10.61,14.74,18.25,19.51,8.16,-62.53245,-43.25233,12.53,20.71,36.72,42.17
2012-03-09 06:00:00,326,0.103,0.644,0.912,10.31,14.44,18.09,19.42,7.837,-62.83371,-43.48536,12.54,20.7,36.67,42.16
2012-03-09 06:30:00,327,0.103,0.643,0.912,10.04,14.22,17.87,19.29,7.694,-61.45412,-41.9826,12.52,20.69,36.64,42.16
2012-03-09 07:00:00,328,0.103,0.642,0.912,9.79,13.98,17.68,19.16,7.481,-59.76195,-41.98444,12.53,20.68,36.63,42.16
2012-03-09 07:30:00,329,0.102,0.642,0.912,9.68,13.69,17.49,19.05,7.802,-51.06115,-38.73034,12.54,20.67,36.62,42.16
2012-03-09 08:00:00,330,0.102,0.64,0.912,10.12,13.52,17.24,18.85,11.63,-25.87304,-29.33939,12.53,20.66,36.58,42.15
2012-03-09 08:30:00,331,0.103,0.638,0.911,11.06,13.51,17.12,18.67,16.66,21.39023,-14.07931,12.51,20.68,36.53,42.14
2012-03-09 09:00:00,332,0.104,0.636,0.911,12.31,13.38,17.04,18.56,20.44,33.35602,6.174794,12.49,20.71,36.49,42.13
2012-03-09 09:30:00,333,0.105,0.634,0.91,14.29,13.87,16.89,18.43,22.86,113.6705,40.88421,12.46,20.76,36.45,42.11
2012-03-09 10:00:00,334,0.106,0.633,0.909,17.09,14.54,16.72,18.28,25.64,145.7686,63.24326,12.46,20.82,36.42,42.1
2012-03-09 10:30:00,335,0.107,0.632,0.908,19.58,15.55,16.6,18.14,26.85,171.4466,83.86301,12.46,20.87,36.41,42.09
2012-03-09 11:00:00,336,0.109,0.632,0.908,23.05,16.86,16.52,17.94,27.88,192.1798,115.0497,12.45,20.94,36.4,42.07
2012-03-09 11:30:00,337,0.11,0.633,0.907,26.03,18.29,16.67,17.8,28.49,206.5687,129.0035,12.45,21.02,36.42,42.06
2012-03-09 12:00:00,338,0.112,0.634,0.907,28.63,19.91,16.75,17.7,28.61,218.1711,138.6702,12.44,21.09,36.45,42.06
2012-03-09 12:30:00,339,0.114,0.636,0.906,31,21.54,16.94,17.55,30.54,219.5807,145.2511,12.42,21.16,36.5,42.05
2012-03-09 13:00:00,340,0.115,0.639,0.906,32.86,23,17.33,17.55,32.65,210.5902,140.9577,12.43,21.23,36.57,42.04
2012-03-09 13:30:00,341,0.117,0.643,0.906,34.05,24.28,17.77,17.61,33.54,200.7308,132.7198,12.43,21.28,36.64,42.04
2012-03-09 14:00:00,342,0.118,0.647,0.906,35.01,25.41,18.31,17.72,33.81,186.9991,125.43,12.43,21.33,36.73,42.04
2012-03-09 14:30:00,343,0.119,0.651,0.906,35.5,26.24,19.03,18.03,32.04,164.9824,113.5546,12.43,21.36,36.83,42.05
2012-03-09 15:00:00,344,0.119,0.656,0.907,35.99,27.26,19.24,18.02,33.39,149.0907,103.868,12.43,21.39,36.93,42.06
2012-03-09 15:30:00,345,0.119,0.661,0.907,35.93,27.96,19.78,18.21,34.26,99.27339,80.08461,12.42,21.4,37.04,42.07
2012-03-09 16:00:00,346,0.119,0.665,0.908,34.99,28.33,20.39,18.52,33.25,77.38572,61.52384,12.43,21.4,37.14,42.08
2012-03-09 16:30:00,347,0.119,0.67,0.909,33.74,28.44,20.99,18.87,31.6,41.52386,38.46988,12.43,21.39,37.25,42.1
2012-03-09 17:00:00,348,0.119,0.675,0.91,32.23,28.28,21.5,19.18,29.71,14.96615,18.53502,12.43,21.36,37.34,42.12
2012-03-09 17:30:00,349,0.118,0.679,0.911,30.66,27.99,21.95,19.54,28.34,-13.18969,1.117019,12.44,21.33,37.43,42.14
2012-03-09 18:00:00,350,0.117,0.682,0.912,28.77,27.39,22.33,19.8,27.25,-48.03624,-17.54741,12.44,21.29,37.5,42.16
2012-03-09 18:30:00,351,0.116,0.685,0.914,26.6,26.49,22.79,20.21,24.23,-69.87168,-35.39566,12.43,21.24,37.56,42.18
2012-03-09 19:00:00,352,0.114,0.684,0.914,24.61,25.6,22.92,20.53,21.56,-74.82282,-42.83433,12.45,21.19,37.55,42.18
2012-03-09 19:30:00,353,0.113,0.685,0.915,23.04,24.72,22.97,20.66,20.37,-67.20185,-44.98082,12.46,21.14,37.58,42.2
2012-03-09 20:00:00,354,0.113,0.686,0.915,21.91,23.96,22.96,20.81,19.65,-65.71883,-44.06946,12.46,21.1,37.59,42.22
2012-03-09 20:30:00,355,0.112,0.686,0.916,20.91,23.26,22.88,20.95,18.88,-65.9682,-44.2235,12.47,21.07,37.59,42.24
2012-03-09 21:00:00,356,0.111,0.686,0.917,20.04,22.64,22.76,21.07,18.24,-63.76477,-44.45993,12.47,21.04,37.58,42.25
2012-03-09 21:30:00,357,0.11,0.685,0.918,19.36,22.06,22.6,21.14,18.01,-53.0237,-39.91611,12.46,21.01,37.57,42.26
2012-03-09 22:00:00,358,0.11,0.684,0.918,19.03,21.56,22.41,21.18,17.98,-42.56572,-34.64585,12.47,20.99,37.54,42.27
2012-03-09 22:30:00,359,0.11,0.683,0.919,18.97,21.2,22.22,21.19,17.93,-36.43305,-28.18163,12.48,20.98,37.52,42.28
2012-03-09 23:00:00,360,0.109,0.681,0.919,18.86,20.94,22.05,21.21,17.67,-37.96563,-26.45539,12.48,20.97,37.49,42.29
2012-03-09 23:30:00,361,0.109,0.68,0.919,18.61,20.69,21.87,21.2,17.32,-40.3331,-27.07913,12.48,20.96,37.46,42.29
2012-03-10 00:00:00,362,0.109,0.679,0.919,18.28,20.41,21.68,21.17,16.92,-38.15559,-27.2861,12.48,20.94,37.43,42.29
2012-03-10 00:30:00,363,0.109,0.677,0.919,18.1,20.19,21.51,21.13,16.77,-44.79569,-24.87123,12.47,20.93,37.4,42.29
2012-03-10 01:00:00,364,0.108,0.676,0.919,17.62,19.97,21.41,21.13,16.11,-59.74361,-32.69337,12.48,20.92,37.37,42.3
2012-03-10 01:30:00,365,0.108,0.675,0.919,16.67,19.6,21.3,21.13,14.75,-70.6758,-42.95162,12.49,20.9,37.34,42.3
2012-03-10 02:00:00,366,0.107,0.673,0.919,15.7,19.13,21.17,21.12,13.26,-72.30996,-47.94812,12.5,20.87,37.31,42.3
2012-03-10 02:30:00,367,0.107,0.672,0.919,14.98,18.65,20.96,21.04,12.71,-64.62966,-47.2332,12.5,20.85,37.28,42.29
